,artist,title,lastPos,rank,weeks,date
68,Cole Swindell,Flatliner,73,69,10,2017-07-15
69,Lady Antebellum,You Look Good,67,70,12,2017-07-15
70,Metro Boomin Featuring Offset & Drake,No Complaints,0,71,1,2017-07-15
71,Billy Currington,Do I Make You Wanna,93,72,3,2017-07-15
72,DJ Khaled Featuring Drake,To The Max,78,73,4,2017-07-15
73,SZA Featuring Travis Scott,Love Galore,81,74,3,2017-07-15
74,AJR,Weak,74,75,8,2017-07-15
75,Rascal Flatts,Yours If You Want It,82,76,6,2017-07-15
76,Old Dominion,No Such Thing As A Broken Heart,80,77,5,2017-07-15
77,Bruno Mars,Versace On The Floor,0,78,3,2017-07-15
78,Drake Featuring Quavo & Travis Scott,Portland,72,79,15,2017-07-15
79,Dan + Shay,How Not To,65,80,13,2017-07-15
80,Kane Brown Featuring Lauren Alaina,What Ifs,90,81,3,2017-07-15
81,Cheat Codes Featuring Demi Lovato,No Promises,77,82,7,2017-07-15
82,Darius Rucker,If I Told You,76,83,11,2017-07-15
83,Portugal. The Man,Feel It Still,89,84,2,2017-07-15
84,Justin Moore,Somebody Else Will,92,85,4,2017-07-15
85,Fifth Harmony Featuring Gucci Mane,Down,79,86,4,2017-07-15
86,Travis Scott,Butterfly Effect,95,87,5,2017-07-15
87,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",On Everything,0,88,1,2017-07-15
88,Kendrick Lamar,Element.,0,89,8,2017-07-15
89,Katy Perry Featuring Nicki Minaj,Swish Swish,84,90,6,2017-07-15
90,Maroon 5 Featuring Future,Cold,71,91,20,2017-07-15
91,Russ,Losin Control,86,92,18,2017-07-15
92,The Weeknd,Reminder,87,93,8,2017-07-15
93,GoldLink Featuring Brent Faiyaz & Shy Glizzy,Crew,0,94,1,2017-07-15
94,Hailee Steinfeld,Most Girls,91,95,6,2017-07-15
95,Wisin Featuring Ozuna,Escapate Conmigo,96,96,3,2017-07-15
96,2 Chainz x Gucci Mane x Quavo,Good Drank,70,97,16,2017-07-15
97,DJ Khaled Featuring Beyonce & JAY Z,Shining,0,98,14,2017-07-15
98,Playboi Carti Featuring Lil Uzi Vert,Wokeuplikethis*,94,99,9,2017-07-15
99,Brothers Osborne,It Ain't My Fault,99,100,3,2017-07-15
0,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,1,1,23,2017-07-08
1,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,2,2,8,2017-07-08
2,Bruno Mars,That's What I Like,3,3,23,2017-07-08
3,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,0,4,1,2017-07-08
4,Ed Sheeran,Shape Of You,4,5,24,2017-07-08
5,Kendrick Lamar,Humble.,5,6,12,2017-07-08
6,Future,Mask Off,6,7,18,2017-07-08
7,Post Malone Featuring Quavo,Congratulations,9,8,26,2017-07-08
8,The Chainsmokers & Coldplay,Something Just Like This,7,9,18,2017-07-08
9,Zedd & Alessia Cara,Stay,8,10,17,2017-07-08
10,Imagine Dragons,Believer,15,11,20,2017-07-08
11,Lil Uzi Vert,XO TOUR Llif3,10,12,13,2017-07-08
12,Sam Hunt,Body Like A Back Road,11,13,21,2017-07-08
13,Childish Gambino,Redbone,14,14,29,2017-07-08
14,Julia Michaels,Issues,13,15,22,2017-07-08
15,French Montana Featuring Swae Lee,Unforgettable,18,16,11,2017-07-08
16,James Arthur,Say You Won't Let Go,12,17,35,2017-07-08
17,Kygo x Selena Gomez,It Ain't Me,17,18,19,2017-07-08
18,Shawn Mendes,There's Nothing Holdin' Me Back,19,19,9,2017-07-08
19,Selena Gomez,Bad Liar,23,20,6,2017-07-08
20,Halsey,Now Or Never,20,21,11,2017-07-08
21,Miley Cyrus,Malibu,25,22,7,2017-07-08
22,Ed Sheeran,Castle On The Hill,21,23,24,2017-07-08
23,Niall Horan,Slow Hands,24,24,8,2017-07-08
24,Charlie Puth,Attention,27,25,9,2017-07-08
25,KYLE Featuring Lil Yachty,iSpy,22,26,26,2017-07-08
26,Ayo & Teo,Rolex,26,27,19,2017-07-08
27,David Guetta Featuring Justin Bieber,2U,16,28,2,2017-07-08
28,Playboi Carti,Magnolia,33,29,8,2017-07-08
29,Khalid,Location,28,30,24,2017-07-08
30,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,30,31,14,2017-07-08
31,Brett Young,In Case You Didn't Know,31,32,20,2017-07-08
32,The Chainsmokers Featuring Halsey,Closer,34,33,47,2017-07-08
33,Liam Payne Featuring Quavo,Strip That Down,44,34,5,2017-07-08
34,Migos Featuring Gucci Mane,Slippery,36,35,13,2017-07-08
35,Kendrick Lamar,DNA.,32,36,10,2017-07-08
36,YFN Lucci Featuring PnB Rock,Everyday We Lit,37,37,11,2017-07-08
37,Migos Featuring Lil Uzi Vert,Bad And Boujee,35,38,32,2017-07-08
38,Travis Scott,Goosebumps,38,39,32,2017-07-08
39,Bruno Mars,24K Magic,39,40,37,2017-07-08
40,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,42,41,12,2017-07-08
41,Harry Styles,Sign Of The Times,29,42,11,2017-07-08
42,Luke Combs,Hurricane,43,43,19,2017-07-08
43,Kodak Black,Tunnel Vision,40,44,18,2017-07-08
44,Alessia Cara,Scars To Your Beautiful,49,45,43,2017-07-08
45,Florida Georgia Line Featuring Backstreet Boys,"God, Your Mama, And Me",51,46,13,2017-07-08
46,Migos,T-Shirt,41,47,23,2017-07-08
47,Drake,Passionfruit,45,48,14,2017-07-08
48,Calvin Harris Featuring Frank Ocean & Migos,Slide,46,49,17,2017-07-08
49,Keith Urban Featuring Carrie Underwood,The Fighter,47,50,20,2017-07-08
50,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,0,51,1,2017-07-08
51,Tee Grizzley,First Day Out,56,52,12,2017-07-08
52,Thomas Rhett Featuring Maren Morris,Craving You,52,53,12,2017-07-08
53,Camila Cabello,Crying In The Club,55,54,5,2017-07-08
54,2 Chainz Featuring Travis Scott,4 AM,84,55,3,2017-07-08
55,Dylan Scott,My Girl,60,56,9,2017-07-08
56,Lady Gaga,The Cure,48,57,10,2017-07-08
57,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,95,58,2,2017-07-08
58,Blake Shelton,Every Time I Hear That Song,61,59,7,2017-07-08
59,XXXTENTACION,Look At Me!,54,60,20,2017-07-08
60,Kodak Black,First Day Out,0,61,1,2017-07-08
61,Kendrick Lamar Featuring Zacari,Love.,58,62,10,2017-07-08
62,Maluma,Felices Los 4,65,63,6,2017-07-08
63,Midland,Drinkin' Problem,67,64,7,2017-07-08
64,Dan + Shay,How Not To,57,65,12,2017-07-08
65,Chris Brown,Privacy,69,66,8,2017-07-08
66,Lady Antebellum,You Look Good,59,67,11,2017-07-08
67,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,68,68,8,2017-07-08
68,Kendrick Lamar Featuring Rihanna,Loyalty.,74,69,10,2017-07-08
69,2 Chainz x Gucci Mane x Quavo,Good Drank,94,70,15,2017-07-08
70,Maroon 5 Featuring Future,Cold,64,71,19,2017-07-08
71,Drake Featuring Quavo & Travis Scott,Portland,66,72,14,2017-07-08
72,Cole Swindell,Flatliner,72,73,9,2017-07-08
73,AJR,Weak,73,74,7,2017-07-08
74,Dustin Lynch,Small Town Boy,76,75,3,2017-07-08
75,Darius Rucker,If I Told You,63,76,10,2017-07-08
76,Cheat Codes Featuring Demi Lovato,No Promises,77,77,6,2017-07-08
77,DJ Khaled Featuring Drake,To The Max,53,78,3,2017-07-08
78,Fifth Harmony Featuring Gucci Mane,Down,71,79,3,2017-07-08
79,Old Dominion,No Such Thing As A Broken Heart,78,80,4,2017-07-08
80,SZA Featuring Travis Scott,Love Galore,70,81,2,2017-07-08
81,Rascal Flatts,Yours If You Want It,75,82,5,2017-07-08
82,Young Thug Featuring Future,Relationship,0,83,1,2017-07-08
83,Katy Perry Featuring Nicki Minaj,Swish Swish,62,84,5,2017-07-08
84,Imagine Dragons,Thunder,87,85,8,2017-07-08
85,Russ,Losin Control,80,86,17,2017-07-08
86,The Weeknd,Reminder,97,87,7,2017-07-08
87,Zac Brown Band,My Old Man,0,88,4,2017-07-08
88,Portugal. The Man,Feel It Still,0,89,1,2017-07-08
89,Kane Brown Featuring Lauren Alaina,What Ifs,93,90,2,2017-07-08
90,Hailee Steinfeld,Most Girls,88,91,5,2017-07-08
91,Justin Moore,Somebody Else Will,91,92,3,2017-07-08
92,Billy Currington,Do I Make You Wanna,79,93,2,2017-07-08
93,Playboi Carti Featuring Lil Uzi Vert,Wokeuplikethis*,82,94,8,2017-07-08
94,Travis Scott,Butterfly Effect,81,95,4,2017-07-08
95,Wisin Featuring Ozuna,Escapate Conmigo,89,96,2,2017-07-08
96,Trey Songz,Nobody Else But You,92,97,3,2017-07-08
97,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,90,98,6,2017-07-08
98,Brothers Osborne,It Ain't My Fault,100,99,2,2017-07-08
99,Plies Featuring Kodak Black,Real Hitta,0,100,1,2017-07-08
0,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,1,1,22,2017-07-01
1,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,3,2,7,2017-07-01
2,Bruno Mars,That's What I Like,2,3,22,2017-07-01
3,Ed Sheeran,Shape Of You,4,4,23,2017-07-01
4,Kendrick Lamar,Humble.,5,5,11,2017-07-01
5,Future,Mask Off,6,6,17,2017-07-01
6,The Chainsmokers & Coldplay,Something Just Like This,8,7,17,2017-07-01
7,Zedd & Alessia Cara,Stay,9,8,16,2017-07-01
8,Post Malone Featuring Quavo,Congratulations,10,9,25,2017-07-01
9,Lil Uzi Vert,XO TOUR Llif3,7,10,12,2017-07-01
10,Sam Hunt,Body Like A Back Road,14,11,20,2017-07-01
11,James Arthur,Say You Won't Let Go,11,12,34,2017-07-01
12,Julia Michaels,Issues,12,13,21,2017-07-01
13,Childish Gambino,Redbone,16,14,28,2017-07-01
14,Imagine Dragons,Believer,13,15,19,2017-07-01
15,David Guetta Featuring Justin Bieber,2U,0,16,1,2017-07-01
16,Kygo x Selena Gomez,It Ain't Me,15,17,18,2017-07-01
17,French Montana Featuring Swae Lee,Unforgettable,17,18,10,2017-07-01
18,Shawn Mendes,There's Nothing Holdin' Me Back,18,19,8,2017-07-01
19,Halsey,Now Or Never,21,20,10,2017-07-01
20,Ed Sheeran,Castle On The Hill,23,21,23,2017-07-01
21,KYLE Featuring Lil Yachty,iSpy,19,22,25,2017-07-01
22,Selena Gomez,Bad Liar,45,23,5,2017-07-01
23,Niall Horan,Slow Hands,28,24,7,2017-07-01
24,Miley Cyrus,Malibu,26,25,6,2017-07-01
25,Ayo & Teo,Rolex,24,26,18,2017-07-01
26,Charlie Puth,Attention,31,27,8,2017-07-01
27,Khalid,Location,22,28,23,2017-07-01
28,Harry Styles,Sign Of The Times,25,29,10,2017-07-01
29,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,29,30,13,2017-07-01
30,Brett Young,In Case You Didn't Know,20,31,19,2017-07-01
31,Kendrick Lamar,DNA.,27,32,9,2017-07-01
32,Playboi Carti,Magnolia,40,33,7,2017-07-01
33,The Chainsmokers Featuring Halsey,Closer,32,34,46,2017-07-01
34,Migos Featuring Lil Uzi Vert,Bad And Boujee,30,35,31,2017-07-01
35,Migos Featuring Gucci Mane,Slippery,43,36,12,2017-07-01
36,YFN Lucci Featuring PnB Rock,Everyday We Lit,62,37,10,2017-07-01
37,Travis Scott,Goosebumps,36,38,31,2017-07-01
38,Bruno Mars,24K Magic,41,39,36,2017-07-01
39,Kodak Black,Tunnel Vision,38,40,17,2017-07-01
40,Migos,T-Shirt,39,41,22,2017-07-01
41,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,44,42,11,2017-07-01
42,Luke Combs,Hurricane,37,43,18,2017-07-01
43,Liam Payne Featuring Quavo,Strip That Down,51,44,4,2017-07-01
44,Drake,Passionfruit,34,45,13,2017-07-01
45,Calvin Harris Featuring Frank Ocean & Migos,Slide,35,46,16,2017-07-01
46,Keith Urban Featuring Carrie Underwood,The Fighter,48,47,19,2017-07-01
47,Lady Gaga,The Cure,46,48,9,2017-07-01
48,Alessia Cara,Scars To Your Beautiful,47,49,42,2017-07-01
49,Rae Sremmurd,Swang,33,50,26,2017-07-01
50,Florida Georgia Line Featuring Backstreet Boys,"God, Your Mama, And Me",50,51,12,2017-07-01
51,Thomas Rhett Featuring Maren Morris,Craving You,52,52,11,2017-07-01
52,DJ Khaled Featuring Drake,To The Max,53,53,2,2017-07-01
53,XXXTENTACION,Look At Me!,55,54,19,2017-07-01
54,Camila Cabello,Crying In The Club,56,55,4,2017-07-01
55,Tee Grizzley,First Day Out,59,56,11,2017-07-01
56,Dan + Shay,How Not To,60,57,11,2017-07-01
57,Kendrick Lamar Featuring Zacari,Love.,57,58,9,2017-07-01
58,Lady Antebellum,You Look Good,66,59,10,2017-07-01
59,Dylan Scott,My Girl,61,60,8,2017-07-01
60,Blake Shelton,Every Time I Hear That Song,63,61,6,2017-07-01
61,Katy Perry Featuring Nicki Minaj,Swish Swish,83,62,4,2017-07-01
62,Darius Rucker,If I Told You,54,63,9,2017-07-01
63,Maroon 5 Featuring Future,Cold,58,64,18,2017-07-01
64,Maluma,Felices Los 4,70,65,5,2017-07-01
65,Drake Featuring Quavo & Travis Scott,Portland,64,66,13,2017-07-01
66,Midland,Drinkin' Problem,69,67,6,2017-07-01
67,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,65,68,7,2017-07-01
68,Chris Brown,Privacy,68,69,7,2017-07-01
69,SZA Featuring Travis Scott,Love Galore,0,70,1,2017-07-01
70,Fifth Harmony Featuring Gucci Mane,Down,42,71,2,2017-07-01
71,Cole Swindell,Flatliner,72,72,8,2017-07-01
72,AJR,Weak,79,73,6,2017-07-01
73,Kendrick Lamar Featuring Rihanna,Loyalty.,74,74,9,2017-07-01
74,Rascal Flatts,Yours If You Want It,76,75,4,2017-07-01
75,Dustin Lynch,Small Town Boy,85,76,2,2017-07-01
76,Cheat Codes Featuring Demi Lovato,No Promises,77,77,5,2017-07-01
77,Old Dominion,No Such Thing As A Broken Heart,78,78,3,2017-07-01
78,Billy Currington,Do I Make You Wanna,0,79,1,2017-07-01
79,Russ,Losin Control,75,80,16,2017-07-01
80,Travis Scott,Butterfly Effect,93,81,3,2017-07-01
81,Playboi Carti Featuring Lil Uzi Vert,Wokeuplikethis*,80,82,7,2017-07-01
82,Linkin Park Featuring Kiiara,Heavy,67,83,17,2017-07-01
83,2 Chainz Featuring Travis Scott,4 AM,73,84,2,2017-07-01
84,Katy Perry Featuring Migos,Bon Appetit,98,85,6,2017-07-01
85,Dierks Bentley,Black,71,86,19,2017-07-01
86,Imagine Dragons,Thunder,81,87,7,2017-07-01
87,Hailee Steinfeld,Most Girls,86,88,4,2017-07-01
88,Wisin Featuring Ozuna,Escapate Conmigo,0,89,1,2017-07-01
89,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,96,90,5,2017-07-01
90,Justin Moore,Somebody Else Will,97,91,2,2017-07-01
91,Trey Songz,Nobody Else But You,99,92,2,2017-07-01
92,Kane Brown Featuring Lauren Alaina,What Ifs,0,93,1,2017-07-01
93,2 Chainz x Gucci Mane x Quavo,Good Drank,84,94,14,2017-07-01
94,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,0,95,1,2017-07-01
95,Josh Turner,Hometown Girl,90,96,16,2017-07-01
96,The Weeknd,Reminder,0,97,6,2017-07-01
97,Drake,Gyalchester,91,98,11,2017-07-01
98,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",Know No Better,87,99,2,2017-07-01
99,Brothers Osborne,It Ain't My Fault,0,100,1,2017-07-01
0,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,1,1,21,2017-06-24
1,Bruno Mars,That's What I Like,2,2,21,2017-06-24
2,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,3,3,6,2017-06-24
3,Ed Sheeran,Shape Of You,5,4,22,2017-06-24
4,Kendrick Lamar,Humble.,4,5,10,2017-06-24
5,Future,Mask Off,6,6,16,2017-06-24
6,Lil Uzi Vert,XO TOUR Llif3,9,7,11,2017-06-24
7,The Chainsmokers & Coldplay,Something Just Like This,8,8,16,2017-06-24
8,Zedd & Alessia Cara,Stay,7,9,15,2017-06-24
9,Post Malone Featuring Quavo,Congratulations,10,10,24,2017-06-24
10,James Arthur,Say You Won't Let Go,12,11,33,2017-06-24
11,Julia Michaels,Issues,11,12,20,2017-06-24
12,Imagine Dragons,Believer,15,13,18,2017-06-24
13,Sam Hunt,Body Like A Back Road,14,14,19,2017-06-24
14,Kygo x Selena Gomez,It Ain't Me,13,15,17,2017-06-24
15,Childish Gambino,Redbone,17,16,27,2017-06-24
16,French Montana Featuring Swae Lee,Unforgettable,18,17,9,2017-06-24
17,Shawn Mendes,There's Nothing Holdin' Me Back,22,18,7,2017-06-24
18,KYLE Featuring Lil Yachty,iSpy,16,19,24,2017-06-24
19,Brett Young,In Case You Didn't Know,19,20,18,2017-06-24
20,Halsey,Now Or Never,26,21,9,2017-06-24
21,Khalid,Location,23,22,22,2017-06-24
22,Ed Sheeran,Castle On The Hill,28,23,22,2017-06-24
23,Ayo & Teo,Rolex,20,24,17,2017-06-24
24,Harry Styles,Sign Of The Times,24,25,9,2017-06-24
25,Miley Cyrus,Malibu,21,26,5,2017-06-24
26,Kendrick Lamar,DNA.,25,27,8,2017-06-24
27,Niall Horan,Slow Hands,33,28,6,2017-06-24
28,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,31,29,12,2017-06-24
29,Migos Featuring Lil Uzi Vert,Bad And Boujee,29,30,30,2017-06-24
30,Charlie Puth,Attention,37,31,7,2017-06-24
31,The Chainsmokers Featuring Halsey,Closer,32,32,45,2017-06-24
32,Rae Sremmurd,Swang,40,33,25,2017-06-24
33,Drake,Passionfruit,27,34,12,2017-06-24
34,Calvin Harris Featuring Frank Ocean & Migos,Slide,30,35,15,2017-06-24
35,Travis Scott,Goosebumps,35,36,30,2017-06-24
36,Luke Combs,Hurricane,39,37,17,2017-06-24
37,Kodak Black,Tunnel Vision,34,38,16,2017-06-24
38,Migos,T-Shirt,36,39,21,2017-06-24
39,Playboi Carti,Magnolia,49,40,6,2017-06-24
40,Bruno Mars,24K Magic,38,41,35,2017-06-24
41,Fifth Harmony Featuring Gucci Mane,Down,0,42,1,2017-06-24
42,Migos Featuring Gucci Mane,Slippery,44,43,11,2017-06-24
43,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,41,44,10,2017-06-24
44,Selena Gomez,Bad Liar,45,45,4,2017-06-24
45,Lady Gaga,The Cure,51,46,8,2017-06-24
46,Alessia Cara,Scars To Your Beautiful,42,47,41,2017-06-24
47,Keith Urban Featuring Carrie Underwood,The Fighter,55,48,18,2017-06-24
48,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,43,49,27,2017-06-24
49,Florida Georgia Line Featuring Backstreet Boys,"God, Your Mama, And Me",52,50,11,2017-06-24
50,Liam Payne Featuring Quavo,Strip That Down,65,51,3,2017-06-24
51,Thomas Rhett Featuring Maren Morris,Craving You,59,52,10,2017-06-24
52,DJ Khaled Featuring Drake,To The Max,0,53,1,2017-06-24
53,Darius Rucker,If I Told You,53,54,8,2017-06-24
54,XXXTENTACION,Look At Me!,50,55,18,2017-06-24
55,Camila Cabello,Crying In The Club,61,56,3,2017-06-24
56,Kendrick Lamar Featuring Zacari,Love.,54,57,8,2017-06-24
57,Maroon 5 Featuring Future,Cold,48,58,17,2017-06-24
58,Tee Grizzley,First Day Out,57,59,10,2017-06-24
59,Dan + Shay,How Not To,63,60,10,2017-06-24
60,Dylan Scott,My Girl,64,61,7,2017-06-24
61,YFN Lucci Featuring PnB Rock,Everyday We Lit,47,62,9,2017-06-24
62,Blake Shelton,Every Time I Hear That Song,67,63,5,2017-06-24
63,Drake Featuring Quavo & Travis Scott,Portland,60,64,12,2017-06-24
64,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,62,65,6,2017-06-24
65,Lady Antebellum,You Look Good,68,66,9,2017-06-24
66,Linkin Park Featuring Kiiara,Heavy,58,67,16,2017-06-24
67,Chris Brown,Privacy,66,68,6,2017-06-24
68,Midland,Drinkin' Problem,71,69,5,2017-06-24
69,Maluma,Felices Los 4,70,70,4,2017-06-24
70,Dierks Bentley,Black,56,71,18,2017-06-24
71,Cole Swindell,Flatliner,73,72,7,2017-06-24
72,2 Chainz Featuring Travis Scott,4 AM,0,73,1,2017-06-24
73,Kendrick Lamar Featuring Rihanna,Loyalty.,72,74,8,2017-06-24
74,Russ,Losin Control,69,75,15,2017-06-24
75,Rascal Flatts,Yours If You Want It,76,76,3,2017-06-24
76,Cheat Codes Featuring Demi Lovato,No Promises,77,77,4,2017-06-24
77,Old Dominion,No Such Thing As A Broken Heart,90,78,2,2017-06-24
78,AJR,Weak,86,79,5,2017-06-24
79,Playboi Carti Featuring Lil Uzi Vert,Wokeuplikethis*,82,80,6,2017-06-24
80,Imagine Dragons,Thunder,81,81,6,2017-06-24
81,Meek Mill Featuring Chris Brown & Ty Dolla $ign,Whatever You Need,0,82,1,2017-06-24
82,Katy Perry Featuring Nicki Minaj,Swish Swish,78,83,3,2017-06-24
83,2 Chainz x Gucci Mane x Quavo,Good Drank,87,84,13,2017-06-24
84,Dustin Lynch,Small Town Boy,0,85,1,2017-06-24
85,Hailee Steinfeld,Most Girls,75,86,3,2017-06-24
86,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",Know No Better,0,87,1,2017-06-24
87,blackbear,Do Re Mi,95,88,7,2017-06-24
88,Lil Yachty Featuring Migos,Peek A Boo,80,89,4,2017-06-24
89,Josh Turner,Hometown Girl,93,90,15,2017-06-24
90,Drake,Gyalchester,79,91,10,2017-06-24
91,Gucci Mane Featuring Offset,Met Gala,88,92,2,2017-06-24
92,Travis Scott,Butterfly Effect,99,93,2,2017-06-24
93,Jake Paul Featuring Team 10,It's Everyday Bro,0,94,1,2017-06-24
94,Martin Garrix & Dua Lipa,Scared To Be Lonely,84,95,14,2017-06-24
95,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,0,96,4,2017-06-24
96,Justin Moore,Somebody Else Will,0,97,1,2017-06-24
97,Katy Perry Featuring Migos,Bon Appetit,96,98,5,2017-06-24
98,Trey Songz,Nobody Else But You,0,99,1,2017-06-24
99,Rag'n'Bone Man,Human,92,100,7,2017-06-24
0,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,1,1,20,2017-06-17
1,Bruno Mars,That's What I Like,2,2,20,2017-06-17
2,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,3,3,5,2017-06-17
3,Kendrick Lamar,Humble.,4,4,9,2017-06-17
4,Ed Sheeran,Shape Of You,5,5,21,2017-06-17
5,Future,Mask Off,6,6,15,2017-06-17
6,Zedd & Alessia Cara,Stay,7,7,14,2017-06-17
7,The Chainsmokers & Coldplay,Something Just Like This,8,8,15,2017-06-17
8,Lil Uzi Vert,XO TOUR Llif3,9,9,10,2017-06-17
9,Post Malone Featuring Quavo,Congratulations,13,10,23,2017-06-17
10,Julia Michaels,Issues,11,11,19,2017-06-17
11,James Arthur,Say You Won't Let Go,12,12,32,2017-06-17
12,Kygo x Selena Gomez,It Ain't Me,10,13,16,2017-06-17
13,Sam Hunt,Body Like A Back Road,14,14,18,2017-06-17
14,Imagine Dragons,Believer,15,15,17,2017-06-17
15,KYLE Featuring Lil Yachty,iSpy,16,16,23,2017-06-17
16,Childish Gambino,Redbone,22,17,26,2017-06-17
17,French Montana Featuring Swae Lee,Unforgettable,23,18,8,2017-06-17
18,Brett Young,In Case You Didn't Know,19,19,17,2017-06-17
19,Ayo & Teo,Rolex,31,20,16,2017-06-17
20,Miley Cyrus,Malibu,18,21,4,2017-06-17
21,Shawn Mendes,There's Nothing Holdin' Me Back,25,22,6,2017-06-17
22,Khalid,Location,21,23,21,2017-06-17
23,Harry Styles,Sign Of The Times,17,24,8,2017-06-17
24,Kendrick Lamar,DNA.,20,25,7,2017-06-17
25,Halsey,Now Or Never,26,26,8,2017-06-17
26,Drake,Passionfruit,24,27,11,2017-06-17
27,Ed Sheeran,Castle On The Hill,30,28,21,2017-06-17
28,Migos Featuring Lil Uzi Vert,Bad And Boujee,28,29,29,2017-06-17
29,Calvin Harris Featuring Frank Ocean & Migos,Slide,29,30,14,2017-06-17
30,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,33,31,11,2017-06-17
31,The Chainsmokers Featuring Halsey,Closer,32,32,44,2017-06-17
32,Niall Horan,Slow Hands,52,33,5,2017-06-17
33,Kodak Black,Tunnel Vision,34,34,15,2017-06-17
34,Travis Scott,Goosebumps,36,35,29,2017-06-17
35,Migos,T-Shirt,37,36,20,2017-06-17
36,Charlie Puth,Attention,35,37,6,2017-06-17
37,Bruno Mars,24K Magic,38,38,34,2017-06-17
38,Luke Combs,Hurricane,40,39,16,2017-06-17
39,Rae Sremmurd,Swang,39,40,24,2017-06-17
40,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,48,41,9,2017-06-17
41,Alessia Cara,Scars To Your Beautiful,45,42,40,2017-06-17
42,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,41,43,26,2017-06-17
43,Migos Featuring Gucci Mane,Slippery,51,44,10,2017-06-17
44,Selena Gomez,Bad Liar,27,45,3,2017-06-17
45,The Chainsmokers,Paris,53,46,20,2017-06-17
46,YFN Lucci Featuring PnB Rock,Everyday We Lit,59,47,8,2017-06-17
47,Maroon 5 Featuring Future,Cold,44,48,16,2017-06-17
48,Playboi Carti,Magnolia,58,49,5,2017-06-17
49,XXXTENTACION,Look At Me!,49,50,17,2017-06-17
50,Lady Gaga,The Cure,57,51,7,2017-06-17
51,Florida Georgia Line Featuring Backstreet Boys,"God, Your Mama, And Me",60,52,10,2017-06-17
52,Darius Rucker,If I Told You,55,53,7,2017-06-17
53,Kendrick Lamar Featuring Zacari,Love.,54,54,7,2017-06-17
54,Keith Urban Featuring Carrie Underwood,The Fighter,62,55,17,2017-06-17
55,Dierks Bentley,Black,56,56,17,2017-06-17
56,Tee Grizzley,First Day Out,64,57,9,2017-06-17
57,Linkin Park Featuring Kiiara,Heavy,50,58,15,2017-06-17
58,Thomas Rhett Featuring Maren Morris,Craving You,65,59,9,2017-06-17
59,Drake Featuring Quavo & Travis Scott,Portland,61,60,11,2017-06-17
60,Camila Cabello,Crying In The Club,47,61,2,2017-06-17
61,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,63,62,5,2017-06-17
62,Dan + Shay,How Not To,68,63,9,2017-06-17
63,Dylan Scott,My Girl,73,64,6,2017-06-17
64,Liam Payne Featuring Quavo,Strip That Down,42,65,2,2017-06-17
65,Chris Brown,Privacy,72,66,5,2017-06-17
66,Blake Shelton,Every Time I Hear That Song,75,67,4,2017-06-17
67,Lady Antebellum,You Look Good,71,68,8,2017-06-17
68,Russ,Losin Control,69,69,14,2017-06-17
69,Maluma,Felices Los 4,90,70,3,2017-06-17
70,Midland,Drinkin' Problem,78,71,4,2017-06-17
71,Kendrick Lamar Featuring Rihanna,Loyalty.,70,72,7,2017-06-17
72,Cole Swindell,Flatliner,81,73,6,2017-06-17
73,Bryson Tiller,Somethin Tells Me,0,74,1,2017-06-17
