,artist,title,lastPos,rank,weeks,date
94,Becky G Featuring Bad Bunny,Mayores,94,95,15,2018-02-10
95,Migos Featuring Gucci Mane,CC,0,96,1,2018-02-10
96,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,89,97,5,2018-02-10
97,BTS Featuring Desiigner,MIC Drop,84,98,10,2018-02-10
98,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,83,99,3,2018-02-10
99,Maluma X Nego do Borel,Corazon,93,100,5,2018-02-10
0,Drake,God's Plan,0,1,1,2018-02-03
1,Ed Sheeran,Perfect,2,2,22,2018-02-03
2,Camila Cabello Featuring Young Thug,Havana,1,3,24,2018-02-03
3,Post Malone Featuring 21 Savage,Rockstar,3,4,19,2018-02-03
4,Bruno Mars & Cardi B,Finesse,4,5,4,2018-02-03
5,Halsey,Bad At Love,5,6,21,2018-02-03
6,Drake,Diplomatic Immunity,0,7,1,2018-02-03
7,Dua Lipa,New Rules,8,8,26,2018-02-03
8,Imagine Dragons,Thunder,6,9,39,2018-02-03
9,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,7,10,20,2018-02-03
10,"Migos, Nicki Minaj & Cardi B",MotorSport,10,11,13,2018-02-03
11,Bebe Rexha & Florida Georgia Line,Meant To Be,17,12,14,2018-02-03
12,Sam Smith,Too Good At Goodbyes,9,13,20,2018-02-03
13,NF,Let You Down,14,14,15,2018-02-03
14,Kendrick Lamar Featuring Zacari,Love.,12,15,31,2018-02-03
15,G-Eazy & Halsey,Him & I,15,16,8,2018-02-03
16,Lil Pump,Gucci Gang,11,17,20,2018-02-03
17,6ix9ine,Gummo,13,18,11,2018-02-03
18,Post Malone,I Fall Apart,20,19,18,2018-02-03
19,Cardi B Featuring 21 Savage,Bartier Cardi,16,20,5,2018-02-03
20,Charlie Puth,How Long,22,21,16,2018-02-03
21,Ed Sheeran,Shape Of You,21,22,55,2018-02-03
22,Cardi B,Bodak Yellow (Money Moves),19,23,30,2018-02-03
23,Gucci Mane Featuring Migos,I Get The Bag,24,24,23,2018-02-03
24,Portugal. The Man,Feel It Still,23,25,32,2018-02-03
25,Selena Gomez X Marshmello,Wolves,25,26,14,2018-02-03
26,A$AP Ferg Featuring Nicki Minaj,Plain Jane,27,27,18,2018-02-03
27,Imagine Dragons,Believer,26,28,51,2018-02-03
28,Miguel Featuring Travis Scott,Sky Walker,33,29,18,2018-02-03
29,Taylor Swift Featuring Ed Sheeran & Future,End Game,18,30,10,2018-02-03
30,Kodak Black Featuring XXXTENTACION,Roll In Peace,36,31,23,2018-02-03
31,Demi Lovato,Sorry Not Sorry,28,32,29,2018-02-03
32,Justin Timberlake,Filthy,29,33,3,2018-02-03
33,Eminem Featuring Ed Sheeran,River,34,34,6,2018-02-03
34,Khalid,Young Dumb & Broke,32,35,28,2018-02-03
35,Thomas Rhett,Marry Me,35,36,8,2018-02-03
36,Camila Cabello,Never Be The Same,30,37,6,2018-02-03
37,MAX Featuring gnash,Lights Down Low,41,38,16,2018-02-03
38,Offset & Metro Boomin,Ric Flair Drip,43,39,13,2018-02-03
39,N*E*R*D & Rihanna,Lemon,40,40,12,2018-02-03
40,Maroon 5 Featuring SZA,What Lovers Do,31,41,22,2018-02-03
41,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,37,42,22,2018-02-03
42,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",KEKE,64,43,2,2018-02-03
43,J Balvin & Willy William Featuring Beyonce,Mi Gente,39,44,30,2018-02-03
44,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,42,45,18,2018-02-03
45,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,45,46,39,2018-02-03
46,21 Savage,Bank Account,38,47,29,2018-02-03
47,Charlie Puth,Attention,44,48,40,2018-02-03
48,Russell Dickerson,Yours,49,49,15,2018-02-03
49,French Montana Featuring Swae Lee,Unforgettable,48,50,42,2018-02-03
50,YoungBoy Never Broke Again,Outside Today,71,51,2,2018-02-03
51,Migos,Stir Fry,60,52,5,2018-02-03
52,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,51,53,20,2018-02-03
53,Kendrick Lamar & SZA,All The Stars,53,54,3,2018-02-03
54,Macklemore Featuring Kesha,Good Old Days,54,55,14,2018-02-03
55,Bazzi,Mine,0,56,1,2018-02-03
56,Lil Skies Featuring Landon Cube,Nowadays,55,57,3,2018-02-03
57,Famous Dex Featuring A$AP Rocky,Pick It Up,66,58,11,2018-02-03
58,LANCO,Greatest Love Story,65,59,21,2018-02-03
59,Old Dominion,Written In The Sand,59,60,10,2018-02-03
60,YoungBoy Never Broke Again,No Smoke,78,61,8,2018-02-03
61,Chris Young,Losing Sleep,61,62,18,2018-02-03
62,Brett Young,Like I Loved You,52,63,18,2018-02-03
63,Scotty McCreery,Five More Minutes,83,64,8,2018-02-03
64,The Chainsmokers,Sick Boy,0,65,1,2018-02-03
65,Keala Settle & The Greatest Showman Ensemble,This Is Me,58,66,4,2018-02-03
66,Kane Brown,Heaven,76,67,5,2018-02-03
67,Luis Fonsi & Demi Lovato,Echame La Culpa,57,68,10,2018-02-03
68,YBN Nahmir,Rubbin Off The Paint,62,69,12,2018-02-03
69,Walker Hayes,You Broke Up With Me,68,70,14,2018-02-03
70,Justin Timberlake,Supplies,0,71,1,2018-02-03
71,Kodak Black Featuring Lil Wayne,Codeine Dreaming,63,72,9,2018-02-03
72,Lil Xan,Betrayed,75,73,11,2018-02-03
73,Lil Skies Featuring Landon Cube,Red Roses,69,74,3,2018-02-03
74,WALK THE MOON,One Foot,77,75,4,2018-02-03
75,Ozuna x Cardi B,La Modelo,67,76,5,2018-02-03
76,Zac Efron & Zendaya,Rewrite The Stars,70,77,4,2018-02-03
77,Post Malone,Candy Paint,74,78,14,2018-02-03
78,Demi Lovato,Tell Me You Love Me,72,79,9,2018-02-03
79,Eric Church,Round Here Buzz,56,80,18,2018-02-03
80,Devin Dawson,All On Me,88,81,9,2018-02-03
81,NF,No Name,0,82,1,2018-02-03
82,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,91,83,2,2018-02-03
83,BTS Featuring Desiigner,MIC Drop,79,84,9,2018-02-03
84,Chris Stapleton,Broken Halos,94,85,9,2018-02-03
85,6ix9ine,Kooda,73,86,8,2018-02-03
86,Kelsea Ballerini,Legends,85,87,8,2018-02-03
87,Maroon 5,Wait,0,88,2,2018-02-03
88,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,81,89,4,2018-02-03
89,Quavo & Lil Yachty,Ice Tray,86,90,6,2018-02-03
90,P!nk,Beautiful Trauma,99,91,5,2018-02-03
91,Dua Lipa,IDGAF,92,92,2,2018-02-03
92,Maluma X Nego do Borel,Corazon,87,93,4,2018-02-03
93,Becky G Featuring Bad Bunny,Mayores,93,94,14,2018-02-03
94,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,89,95,4,2018-02-03
95,Loren Allred,Never Enough,97,96,4,2018-02-03
96,Lil Baby,My Dawg,90,97,7,2018-02-03
97,Blake Shelton,I'll Name The Dogs,82,98,20,2018-02-03
98,Plies,Rock,0,99,1,2018-02-03
99,Keith Urban,Female,100,100,5,2018-02-03
0,Camila Cabello Featuring Young Thug,Havana,2,1,23,2018-01-27
1,Ed Sheeran,Perfect,1,2,21,2018-01-27
2,Post Malone Featuring 21 Savage,Rockstar,4,3,18,2018-01-27
3,Bruno Mars & Cardi B,Finesse,3,4,3,2018-01-27
4,Halsey,Bad At Love,7,5,20,2018-01-27
5,Imagine Dragons,Thunder,6,6,38,2018-01-27
6,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,5,7,19,2018-01-27
7,Dua Lipa,New Rules,11,8,25,2018-01-27
8,Sam Smith,Too Good At Goodbyes,8,9,19,2018-01-27
9,"Migos, Nicki Minaj & Cardi B",MotorSport,10,10,12,2018-01-27
10,Lil Pump,Gucci Gang,12,11,19,2018-01-27
11,Kendrick Lamar Featuring Zacari,Love.,13,12,30,2018-01-27
12,6ix9ine,Gummo,19,13,10,2018-01-27
13,NF,Let You Down,15,14,14,2018-01-27
14,G-Eazy & Halsey,Him & I,16,15,7,2018-01-27
15,Cardi B Featuring 21 Savage,Bartier Cardi,14,16,4,2018-01-27
16,Bebe Rexha & Florida Georgia Line,Meant To Be,18,17,13,2018-01-27
17,Taylor Swift Featuring Ed Sheeran & Future,End Game,36,18,9,2018-01-27
18,Cardi B,Bodak Yellow (Money Moves),17,19,29,2018-01-27
19,Post Malone,I Fall Apart,26,20,17,2018-01-27
20,Ed Sheeran,Shape Of You,22,21,54,2018-01-27
21,Charlie Puth,How Long,23,22,15,2018-01-27
22,Portugal. The Man,Feel It Still,20,23,31,2018-01-27
23,Gucci Mane Featuring Migos,I Get The Bag,25,24,22,2018-01-27
24,Selena Gomez X Marshmello,Wolves,24,25,13,2018-01-27
25,Imagine Dragons,Believer,30,26,50,2018-01-27
26,A$AP Ferg Featuring Nicki Minaj,Plain Jane,29,27,17,2018-01-27
27,Demi Lovato,Sorry Not Sorry,21,28,28,2018-01-27
28,Justin Timberlake,Filthy,9,29,2,2018-01-27
29,Camila Cabello,Never Be The Same,65,30,5,2018-01-27
30,Maroon 5 Featuring SZA,What Lovers Do,27,31,21,2018-01-27
31,Khalid,Young Dumb & Broke,28,32,27,2018-01-27
32,Miguel Featuring Travis Scott,Sky Walker,31,33,17,2018-01-27
33,Eminem Featuring Ed Sheeran,River,32,34,5,2018-01-27
34,Thomas Rhett,Marry Me,39,35,7,2018-01-27
35,Kodak Black Featuring XXXTENTACION,Roll In Peace,45,36,22,2018-01-27
36,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,33,37,21,2018-01-27
37,21 Savage,Bank Account,37,38,28,2018-01-27
38,J Balvin & Willy William Featuring Beyonce,Mi Gente,35,39,29,2018-01-27
39,N*E*R*D & Rihanna,Lemon,50,40,11,2018-01-27
40,MAX Featuring gnash,Lights Down Low,47,41,15,2018-01-27
41,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,40,42,17,2018-01-27
42,Offset & Metro Boomin,Ric Flair Drip,48,43,12,2018-01-27
43,Charlie Puth,Attention,41,44,39,2018-01-27
44,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,44,45,38,2018-01-27
45,SZA,The Weekend,42,46,25,2018-01-27
46,Carrie Underwood Featuring Ludacris,The Champion,0,47,1,2018-01-27
47,French Montana Featuring Swae Lee,Unforgettable,49,48,41,2018-01-27
48,Russell Dickerson,Yours,52,49,14,2018-01-27
49,Marshmello Featuring Khalid,Silence,46,50,23,2018-01-27
50,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,53,51,19,2018-01-27
51,Brett Young,Like I Loved You,51,52,17,2018-01-27
52,Kendrick Lamar & SZA,All The Stars,43,53,2,2018-01-27
53,Macklemore Featuring Kesha,Good Old Days,54,54,13,2018-01-27
54,Lil Skies Featuring Landon Cube,Nowadays,85,55,2,2018-01-27
55,Eric Church,Round Here Buzz,57,56,17,2018-01-27
56,Luis Fonsi & Demi Lovato,Echame La Culpa,60,57,9,2018-01-27
57,Keala Settle & The Greatest Showman Ensemble,This Is Me,64,58,3,2018-01-27
58,Old Dominion,Written In The Sand,69,59,9,2018-01-27
59,Migos,Stir Fry,72,60,4,2018-01-27
60,Chris Young,Losing Sleep,63,61,17,2018-01-27
61,YBN Nahmir,Rubbin Off The Paint,62,62,11,2018-01-27
62,Kodak Black Featuring Lil Wayne,Codeine Dreaming,58,63,8,2018-01-27
63,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",KEKE,0,64,1,2018-01-27
64,LANCO,Greatest Love Story,61,65,20,2018-01-27
65,Famous Dex Featuring A$AP Rocky,Pick It Up,71,66,10,2018-01-27
66,Ozuna x Cardi B,La Modelo,59,67,4,2018-01-27
67,Walker Hayes,You Broke Up With Me,68,68,13,2018-01-27
68,Lil Skies Featuring Landon Cube,Red Roses,98,69,2,2018-01-27
69,Zac Efron & Zendaya,Rewrite The Stars,78,70,3,2018-01-27
70,YoungBoy Never Broke Again,Outside Today,0,71,1,2018-01-27
71,Demi Lovato,Tell Me You Love Me,55,72,8,2018-01-27
72,6ix9ine,Kooda,73,73,7,2018-01-27
73,Post Malone,Candy Paint,67,74,13,2018-01-27
74,Lil Xan,Betrayed,76,75,10,2018-01-27
75,Kane Brown,Heaven,70,76,4,2018-01-27
76,WALK THE MOON,One Foot,84,77,3,2018-01-27
77,YoungBoy Never Broke Again,No Smoke,75,78,7,2018-01-27
78,BTS Featuring Desiigner,MIC Drop,74,79,8,2018-01-27
79,Troye Sivan,My My My!,0,80,1,2018-01-27
80,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,86,81,3,2018-01-27
81,Blake Shelton,I'll Name The Dogs,66,82,19,2018-01-27
82,Scotty McCreery,Five More Minutes,77,83,7,2018-01-27
83,Dan + Shay,Tequila,0,84,1,2018-01-27
84,Kelsea Ballerini,Legends,83,85,7,2018-01-27
85,Quavo & Lil Yachty,Ice Tray,79,86,5,2018-01-27
86,Maluma X Nego do Borel,Corazon,90,87,3,2018-01-27
87,Devin Dawson,All On Me,81,88,8,2018-01-27
88,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,88,89,3,2018-01-27
89,Lil Baby,My Dawg,87,90,6,2018-01-27
90,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,0,91,1,2018-01-27
91,Dua Lipa,IDGAF,0,92,1,2018-01-27
92,Becky G Featuring Bad Bunny,Mayores,94,93,13,2018-01-27
93,Chris Stapleton,Broken Halos,91,94,8,2018-01-27
94,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,89,95,6,2018-01-27
95,Taylor Swift,...Ready For It?,80,96,20,2018-01-27
96,Loren Allred,Never Enough,99,97,3,2018-01-27
97,Enrique Iglesias Featuring Bad Bunny,El Bano,0,98,1,2018-01-27
98,P!nk,Beautiful Trauma,95,99,4,2018-01-27
99,Keith Urban,Female,96,100,4,2018-01-27
0,Ed Sheeran,Perfect,1,1,20,2018-01-20
1,Camila Cabello Featuring Young Thug,Havana,2,2,22,2018-01-20
2,Bruno Mars & Cardi B,Finesse,35,3,2,2018-01-20
3,Post Malone Featuring 21 Savage,Rockstar,3,4,17,2018-01-20
4,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,5,5,18,2018-01-20
5,Imagine Dragons,Thunder,4,6,37,2018-01-20
6,Halsey,Bad At Love,6,7,19,2018-01-20
7,Sam Smith,Too Good At Goodbyes,7,8,18,2018-01-20
8,Justin Timberlake,Filthy,0,9,1,2018-01-20
9,"Migos, Nicki Minaj & Cardi B",MotorSport,8,10,11,2018-01-20
10,Dua Lipa,New Rules,11,11,24,2018-01-20
11,Lil Pump,Gucci Gang,9,12,18,2018-01-20
12,Kendrick Lamar Featuring Zacari,Love.,14,13,29,2018-01-20
13,Cardi B Featuring 21 Savage,Bartier Cardi,19,14,3,2018-01-20
14,NF,Let You Down,18,15,13,2018-01-20
15,G-Eazy & Halsey,Him & I,17,16,6,2018-01-20
16,Cardi B,Bodak Yellow (Money Moves),10,17,28,2018-01-20
17,Bebe Rexha & Florida Georgia Line,Meant To Be,24,18,12,2018-01-20
18,6ix9ine,Gummo,20,19,9,2018-01-20
19,Portugal. The Man,Feel It Still,12,20,30,2018-01-20
20,Demi Lovato,Sorry Not Sorry,15,21,27,2018-01-20
21,Ed Sheeran,Shape Of You,13,22,53,2018-01-20
22,Charlie Puth,How Long,27,23,14,2018-01-20
23,Selena Gomez X Marshmello,Wolves,28,24,12,2018-01-20
24,Gucci Mane Featuring Migos,I Get The Bag,26,25,21,2018-01-20
25,Post Malone,I Fall Apart,23,26,16,2018-01-20
26,Maroon 5 Featuring SZA,What Lovers Do,21,27,20,2018-01-20
27,Khalid,Young Dumb & Broke,22,28,26,2018-01-20
28,A$AP Ferg Featuring Nicki Minaj,Plain Jane,31,29,16,2018-01-20
29,Imagine Dragons,Believer,16,30,49,2018-01-20
30,Miguel Featuring Travis Scott,Sky Walker,38,31,16,2018-01-20
31,Eminem Featuring Ed Sheeran,River,45,32,4,2018-01-20
32,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,36,33,20,2018-01-20
33,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,25,34,52,2018-01-20
34,J Balvin & Willy William Featuring Beyonce,Mi Gente,30,35,28,2018-01-20
35,Taylor Swift Featuring Ed Sheeran & Future,End Game,39,36,8,2018-01-20
36,21 Savage,Bank Account,29,37,27,2018-01-20
37,Bruno Mars,That's What I Like,32,38,52,2018-01-20
38,Thomas Rhett,Marry Me,44,39,6,2018-01-20
39,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,40,40,16,2018-01-20
40,Charlie Puth,Attention,34,41,38,2018-01-20
41,SZA,The Weekend,37,42,24,2018-01-20
42,Kendrick Lamar & SZA,All The Stars,0,43,1,2018-01-20
43,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,33,44,37,2018-01-20
44,Kodak Black Featuring XXXTENTACION,Roll In Peace,47,45,21,2018-01-20
45,Marshmello Featuring Khalid,Silence,41,46,22,2018-01-20
46,MAX Featuring gnash,Lights Down Low,50,47,14,2018-01-20
47,Offset & Metro Boomin,Ric Flair Drip,49,48,11,2018-01-20
48,French Montana Featuring Swae Lee,Unforgettable,42,49,40,2018-01-20
49,N*E*R*D & Rihanna,Lemon,48,50,10,2018-01-20
50,Brett Young,Like I Loved You,46,51,16,2018-01-20
51,Russell Dickerson,Yours,52,52,13,2018-01-20
52,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,51,53,18,2018-01-20
53,Macklemore Featuring Kesha,Good Old Days,54,54,12,2018-01-20
54,Demi Lovato,Tell Me You Love Me,72,55,7,2018-01-20
55,Maren Morris,I Could Use A Love Song,62,56,21,2018-01-20
56,Eric Church,Round Here Buzz,57,57,16,2018-01-20
57,Kodak Black Featuring Lil Wayne,Codeine Dreaming,65,58,7,2018-01-20
58,Ozuna x Cardi B,La Modelo,61,59,3,2018-01-20
59,Luis Fonsi & Demi Lovato,Echame La Culpa,64,60,8,2018-01-20
60,LANCO,Greatest Love Story,53,61,19,2018-01-20
61,YBN Nahmir,Rubbin Off The Paint,60,62,10,2018-01-20
62,Chris Young,Losing Sleep,63,63,16,2018-01-20
63,Keala Settle & The Greatest Showman Ensemble,This Is Me,83,64,2,2018-01-20
64,Camila Cabello,Never Be The Same,71,65,4,2018-01-20
65,Blake Shelton,I'll Name The Dogs,56,66,18,2018-01-20
66,Post Malone,Candy Paint,59,67,12,2018-01-20
67,Walker Hayes,You Broke Up With Me,67,68,12,2018-01-20
68,Old Dominion,Written In The Sand,70,69,8,2018-01-20
69,Kane Brown,Heaven,82,70,3,2018-01-20
70,Famous Dex Featuring A$AP Rocky,Pick It Up,77,71,9,2018-01-20
71,Migos,Stir Fry,89,72,3,2018-01-20
72,6ix9ine,Kooda,68,73,6,2018-01-20
73,BTS Featuring Desiigner,MIC Drop,66,74,7,2018-01-20
74,YoungBoy Never Broke Again,No Smoke,73,75,6,2018-01-20
75,Lil Xan,Betrayed,76,76,9,2018-01-20
76,Scotty McCreery,Five More Minutes,78,77,6,2018-01-20
77,Zac Efron & Zendaya,Rewrite The Stars,85,78,2,2018-01-20
78,Quavo & Lil Yachty,Ice Tray,74,79,4,2018-01-20
79,Taylor Swift,...Ready For It?,58,80,19,2018-01-20
80,Devin Dawson,All On Me,87,81,7,2018-01-20
81,Liam Payne & Rita Ora,For You (Fifty Shades Freed),0,82,1,2018-01-20
82,Kelsea Ballerini,Legends,79,83,6,2018-01-20
83,WALK THE MOON,One Foot,80,84,2,2018-01-20
84,Lil Skies Featuring Landon Cube,Nowadays,0,85,1,2018-01-20
85,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,100,86,2,2018-01-20
86,Lil Baby,My Dawg,84,87,5,2018-01-20
87,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,95,88,2,2018-01-20
88,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,75,89,5,2018-01-20
89,Maluma X Nego do Borel,Corazon,92,90,2,2018-01-20
90,Chris Stapleton,Broken Halos,91,91,7,2018-01-20
91,Clean Bandit Featuring Julia Michaels,I Miss You,0,92,1,2018-01-20
92,Niall Horan,Too Much To Ask,86,93,12,2018-01-20
93,Becky G Featuring Bad Bunny,Mayores,81,94,12,2018-01-20
94,P!nk,Beautiful Trauma,0,95,3,2018-01-20
95,Keith Urban,Female,93,96,3,2018-01-20
96,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",Home,99,97,5,2018-01-20
97,Lil Skies Featuring Landon Cube,Red Roses,0,98,1,2018-01-20
98,Loren Allred,Never Enough,88,99,2,2018-01-20
99,Yo Gotti,Juice,90,100,6,2018-01-20
0,Ed Sheeran,Perfect,1,1,19,2018-01-13
1,Camila Cabello Featuring Young Thug,Havana,3,2,21,2018-01-13
2,Post Malone Featuring 21 Savage,Rockstar,2,3,16,2018-01-13
3,Imagine Dragons,Thunder,5,4,36,2018-01-13
4,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,4,5,17,2018-01-13
5,Halsey,Bad At Love,9,6,18,2018-01-13
6,Sam Smith,Too Good At Goodbyes,8,7,17,2018-01-13
7,"Migos, Nicki Minaj & Cardi B",MotorSport,7,8,10,2018-01-13
8,Lil Pump,Gucci Gang,6,9,17,2018-01-13
9,Cardi B,Bodak Yellow (Money Moves),10,10,27,2018-01-13
10,Dua Lipa,New Rules,12,11,23,2018-01-13
11,Portugal. The Man,Feel It Still,23,12,29,2018-01-13
12,Ed Sheeran,Shape Of You,19,13,52,2018-01-13
13,Kendrick Lamar Featuring Zacari,Love.,11,14,28,2018-01-13
14,Demi Lovato,Sorry Not Sorry,20,15,26,2018-01-13
15,Imagine Dragons,Believer,25,16,48,2018-01-13
16,G-Eazy & Halsey,Him & I,24,17,5,2018-01-13
17,NF,Let You Down,17,18,12,2018-01-13
18,Cardi B Featuring 21 Savage,Bartier Cardi,14,19,2,2018-01-13
19,6ix9ine,Gummo,15,20,8,2018-01-13
20,Maroon 5 Featuring SZA,What Lovers Do,21,21,19,2018-01-13
21,Khalid,Young Dumb & Broke,18,22,25,2018-01-13
22,Post Malone,I Fall Apart,16,23,15,2018-01-13
23,Bebe Rexha & Florida Georgia Line,Meant To Be,26,24,11,2018-01-13
24,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,30,25,51,2018-01-13
25,Gucci Mane Featuring Migos,I Get The Bag,22,26,20,2018-01-13
26,Charlie Puth,How Long,27,27,13,2018-01-13
27,Selena Gomez X Marshmello,Wolves,29,28,11,2018-01-13
28,21 Savage,Bank Account,28,29,26,2018-01-13
29,J Balvin & Willy William Featuring Beyonce,Mi Gente,32,30,27,2018-01-13
30,A$AP Ferg Featuring Nicki Minaj,Plain Jane,31,31,15,2018-01-13
31,Bruno Mars,That's What I Like,37,32,51,2018-01-13
32,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,34,33,36,2018-01-13
33,Charlie Puth,Attention,39,34,37,2018-01-13
34,Bruno Mars & Cardi B,Finesse,0,35,1,2018-01-13
35,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,35,36,19,2018-01-13
36,SZA,The Weekend,33,37,23,2018-01-13
37,Miguel Featuring Travis Scott,Sky Walker,41,38,15,2018-01-13
38,Taylor Swift Featuring Ed Sheeran & Future,End Game,40,39,7,2018-01-13
39,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,55,40,15,2018-01-13
40,Marshmello Featuring Khalid,Silence,44,41,21,2018-01-13
41,French Montana Featuring Swae Lee,Unforgettable,47,42,39,2018-01-13
42,P!nk,What About Us,48,43,22,2018-01-13
43,Thomas Rhett,Marry Me,45,44,5,2018-01-13
44,Eminem Featuring Ed Sheeran,River,43,45,3,2018-01-13
45,Brett Young,Like I Loved You,56,46,15,2018-01-13
46,Kodak Black Featuring XXXTENTACION,Roll In Peace,51,47,20,2018-01-13
47,N*E*R*D & Rihanna,Lemon,49,48,9,2018-01-13
48,Offset & Metro Boomin,Ric Flair Drip,53,49,10,2018-01-13
49,MAX Featuring gnash,Lights Down Low,54,50,13,2018-01-13
50,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,57,51,17,2018-01-13
51,Russell Dickerson,Yours,62,52,12,2018-01-13
52,LANCO,Greatest Love Story,58,53,18,2018-01-13
53,Macklemore Featuring Kesha,Good Old Days,60,54,11,2018-01-13
54,Taylor Swift,Look What You Made Me Do,66,55,20,2018-01-13
55,Blake Shelton,I'll Name The Dogs,63,56,17,2018-01-13
56,Eric Church,Round Here Buzz,72,57,15,2018-01-13
57,Taylor Swift,...Ready For It?,61,58,18,2018-01-13
58,Post Malone,Candy Paint,50,59,11,2018-01-13
59,YBN Nahmir,Rubbin Off The Paint,59,60,9,2018-01-13
60,Ozuna x Cardi B,La Modelo,52,61,2,2018-01-13
61,Maren Morris,I Could Use A Love Song,81,62,20,2018-01-13
62,Chris Young,Losing Sleep,76,63,15,2018-01-13
63,Luis Fonsi & Demi Lovato,Echame La Culpa,74,64,7,2018-01-13
64,Kodak Black Featuring Lil Wayne,Codeine Dreaming,70,65,6,2018-01-13
65,BTS Featuring Desiigner,MIC Drop,82,66,6,2018-01-13
66,Walker Hayes,You Broke Up With Me,79,67,11,2018-01-13
67,6ix9ine,Kooda,67,68,5,2018-01-13
68,Luke Bryan,Light It Up,73,69,19,2018-01-13
69,Old Dominion,Written In The Sand,86,70,7,2018-01-13
70,Camila Cabello,Never Be The Same,0,71,3,2018-01-13
71,Demi Lovato,Tell Me You Love Me,78,72,6,2018-01-13
72,YoungBoy Never Broke Again,No Smoke,77,73,5,2018-01-13
73,Quavo & Lil Yachty,Ice Tray,80,74,3,2018-01-13
74,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,88,75,4,2018-01-13
75,Lil Xan,Betrayed,75,76,8,2018-01-13
76,Famous Dex Featuring A$AP Rocky,Pick It Up,85,77,8,2018-01-13
77,Scotty McCreery,Five More Minutes,89,78,5,2018-01-13
78,Kelsea Ballerini,Legends,97,79,5,2018-01-13
79,WALK THE MOON,One Foot,0,80,1,2018-01-13
80,Becky G Featuring Bad Bunny,Mayores,91,81,11,2018-01-13
81,Kane Brown,Heaven,0,82,2,2018-01-13
82,Keala Settle & The Greatest Showman Ensemble,This Is Me,0,83,1,2018-01-13
83,Lil Baby,My Dawg,84,84,4,2018-01-13
84,Zac Efron & Zendaya,Rewrite The Stars,0,85,1,2018-01-13
85,Niall Horan,Too Much To Ask,98,86,11,2018-01-13
86,Devin Dawson,All On Me,0,87,6,2018-01-13
87,Loren Allred,Never Enough,0,88,1,2018-01-13
88,Migos,Stir Fry,94,89,2,2018-01-13
89,Yo Gotti,Juice,100,90,5,2018-01-13
90,Chris Stapleton,Broken Halos,0,91,6,2018-01-13
91,Maluma X Nego do Borel,Corazon,0,92,1,2018-01-13
92,Keith Urban,Female,0,93,2,2018-01-13
93,Zayn Featuring Sia,Dusk Till Dawn,99,94,17,2018-01-13
94,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,0,95,1,2018-01-13
95,Tank,When We,0,96,6,2018-01-13
